Customer ID,Gender,Age,Income (USD/Month),,,
174,Male,22,12595,,,
175,Male,39,3928,,,
176,Male,22,4442,,,
177,Male,22,23338,,,
178,Female,28,29246,,,
179,Female,28,12874,,,
180,Male,40,15149,,,
181,Male,23,20101,,,
182,Male,31,15578,,,
183,Male,40,4852,,,
184,Female,35,34019,,,
185,Male,21,12163,,,
186,Female,29,21783,,,
187,Male,34,18482,,,
188,Female,45,21139,,,
189,Female,47,16070,,,
190,Male,22,15891,,,
191,Male,36,30286,,,
192,Female,63,17515,,,
193,Male,41,16890,,,
194,Female,49,13735,,,
195,Male,40,17940,,,
196,Male,59,8044,,,
197,Female,41,21175,,,
198,Male,37,10015,,,
199,Male,56,21690,,,
200,Female,21,15696,,,
201,Female,38,24504,,,
202,Female,60,10758,,,
203,Female,58,17529,,,
204,Male,31,23294,,,
205,Female,65,18700,,,
206,Female,27,23098,,,
207,Male,25,11149,,,
208,Female,33,15477,,,
209,Male,28,11004,,,
210,Female,29,21131,,,
211,Male,31,3965,,,
212,Male,45,9390,,,
213,Male,34,6395,,,
214,Female,36,8675,,,
215,Female,21,11218,,,
216,Female,47,15763,,,
217,Male,65,13894,,,
218,Female,21,32642,,,
219,Male,23,20012,,,
220,Male,30,10201,,,
221,Male,39,18545,,,
222,Female,22,11489,,,
223,Male,22,2356,,,
224,Female,55,29928,,,
225,Female,40,28885,,,
226,Male,27,8098,,,
227,Male,55,16137,,,
228,Male,32,3273,,,
229,Male,20,21602,,,
230,Male,57,7950,,,
231,Male,62,26198,,,
232,Male,29,17016,,,
233,Male,40,11591,,,
234,Male,59,5781,,,
235,Male,39,24079,,,
236,Male,33,13072,,,
237,Female,61,4637,,,
238,Female,38,31458,,,
239,Female,34,34510,,,
240,Female,30,10273,,,
241,Male,34,17935,,,
242,Male,23,24446,,,
243,Female,31,15547,,,
244,Male,35,21354,,,
245,Male,27,15863,,,
246,Male,26,25731,,,
247,Male,50,5552,,,
248,Female,24,18515,,,
249,Female,40,22296,,,
250,Male,27,17075,,,
251,Male,29,2042,,,
252,Female,22,4972,,,
253,Female,27,20477,,,
254,Female,37,24816,,,
255,Male,33,3064,,,
256,Male,59,24638,,,
257,Male,21,8518,,,
258,Male,30,9151,,,
259,Female,37,12939,,,
260,Male,23,15439,,,
261,Male,19,21613,,,
262,Male,26,8242,,,
263,Male,18,18563,,,
264,Male,39,5453,,,
265,Female,50,12788,,,
266,Male,19,16179,,,
267,Male,26,14424,,,
268,Male,31,3273,,,
269,Male,61,23777,,,
270,Female,27,22635,,,
271,Male,18,2569,,,
272,Female,36,20511,,,
273,Female,56,16327,,,
274,Female,35,22121,,,
275,Male,45,15295,,,
276,Male,28,16009,,,
277,Male,37,5740,,,
278,Male,27,18730,,,
279,Female,37,2069,,,
280,Male,30,23497,,,
281,Female,23,2415,,,
282,Male,38,6014,,,
283,Male,19,17189,,,
284,Male,24,22830,,,
285,Female,34,11017,,,
286,Female,46,23325,,,
287,Male,26,19463,,,
288,Male,27,22897,,,
289,Male,24,10611,,,
290,Female,41,15148,,,
291,Female,28,25868,,,
292,Female,22,28803,,,
293,Male,44,24657,,,
294,Male,36,6431,,,
295,Female,39,5331,,,
296,Male,21,21551,,,
297,Female,18,24257,,,
298,Male,45,11855,,,
299,Female,21,5374,,,
300,Male,24,15855,,,
301,Male,62,25038,,,
302,Female,37,19156,,,
303,Female,26,7458,,,
304,Male,22,19013,,,
305,Female,46,10177,,,
306,Male,18,2984,,,
307,Male,36,34614,,,
308,Female,26,28071,,,
309,Male,20,23727,,,
310,Female,39,23915,,,
311,Female,45,16796,,,
312,Male,41,5003,,,
313,Male,33,9797,,,
314,Female,23,15490,,,
315,Male,30,33370,,,
316,Female,44,19642,,,
317,Female,40,14012,,,
318,Male,29,17717,,,
319,Male,25,23689,,,
320,Male,46,6112,,,
321,Female,31,20917,,,
322,Female,47,23679,,,
323,Male,44,2146,,,
324,Female,61,10391,,,
325,Male,21,12770,,,
326,Male,39,15164,,,
327,Male,34,29172,,,
328,Male,20,7999,,,
329,Male,21,17862,,,
330,Male,58,18152,,,
331,Male,34,17249,,,
332,Female,47,15524,,,
333,Female,22,18406,,,
334,Male,21,18200,,,
335,Male,45,16196,,,
336,Male,22,8899,,,
337,Male,20,23802,,,
338,Male,21,24718,,,
339,Male,55,20859,,,
340,Male,38,5498,,,
341,Female,27,17198,,,
342,Male,64,16265,,,
343,Female,53,23719,,,
344,Female,43,8357,,,
345,Male,27,19272,,,
346,Male,21,7012,,,
347,Male,18,18351,,,
348,Male,19,3681,,,
349,Male,18,15223,,,
350,Female,21,31665,,,
351,Male,64,11439,,,
352,Female,54,24047,,,
353,Female,23,14566,,,
354,Male,29,8111,,,
355,Male,36,16470,,,
356,Male,25,19905,,,
357,Female,33,13405,,,
358,Male,20,21597,,,
359,Male,18,9997,,,
360,Male,40,10706,,,
361,Female,28,13553,,,
362,Male,41,10941,,,
363,Female,22,13059,,,
364,Male,22,14673,,,
365,Female,31,18134,,,
366,Male,27,30932,,,
367,Male,49,32757,,,
368,Female,27,11638,,,
369,Female,37,21085,,,
370,Male,21,15770,,,
371,Female,41,19326,,,
372,Male,26,16512,,,
373,Male,27,5070,,,
374,Male,21,26477,,,
375,Male,27,10514,,,
376,Male,21,6788,,,
377,Male,25,22945,,,
378,Male,39,11115,,,
379,Male,24,10302,,,
380,Female,39,33544,,,
381,Female,32,4210,,,
382,Male,21,4762,,,
383,Female,39,5282,,,
384,Male,38,15938,,,
385,Female,37,15498,,,
386,Female,21,3555,,,
387,Female,54,2189,,,
388,Male,25,11432,,,
389,Female,26,4843,,,
390,Female,49,20286,,,
391,Male,22,9561,,,
392,Female,20,17175,,,
393,Female,28,17211,,,
394,Female,41,15818,,,
395,Female,26,10368,,,
396,Male,27,24605,,,
397,Male,36,20104,,,
398,Female,32,4073,,,
399,Female,19,23901,,,
400,Male,50,2176,,,
401,Male,39,10197,,,
402,Male,60,20174,,,
403,Male,64,2911,,,
404,Female,35,24059,,,
405,Male,64,12934,,,
406,Male,23,6583,,,
407,Male,28,11126,,,
408,Male,62,19893,,,
409,Male,39,22237,,,
410,Female,37,18801,,,
411,Male,20,24155,,,
412,Male,34,2182,,,
413,Male,28,13213,,,
414,Male,47,19165,,,
415,Male,49,9841,,,
416,Female,24,21538,,,
417,Female,61,27601,,,
418,Male,18,16158,,,
419,Male,42,5876,,,
420,Male,25,34913,,,
421,Male,59,22830,,,
422,Male,63,14331,,,
423,Female,38,26630,,,
424,Female,33,24092,,,
425,Male,56,12073,,,
426,Female,40,10351,,,
427,Male,21,14686,,,
428,Male,26,2378,,,
429,Male,27,15028,,,
430,Male,25,21854,,,
431,Male,23,4752,,,
432,Female,39,17148,,,
433,Male,18,25523,,,
434,Male,49,2079,,,
435,Female,30,16793,,,
436,Male,48,13091,,,
437,Female,21,6316,,,
438,Male,55,3064,,,
439,Male,22,5494,,,
440,Male,27,19704,,,
441,Male,28,12989,,,
442,Female,37,18943,,,
443,Female,35,13101,,,
444,Female,57,22015,,,
445,Male,34,10258,,,
446,Male,33,20377,,,
447,Female,23,5003,,,
448,Male,34,17948,,,
449,Male,21,4154,,,
450,Female,24,17045,,,
451,Male,40,5109,,,
452,Male,40,16390,,,
453,Female,32,12571,,,
454,Female,27,12876,,,
455,Male,44,2514,,,
456,Male,36,11031,,,
457,Male,35,34302,,,
458,Female,27,4046,,,
459,Female,33,17028,,,
460,Female,19,24673,,,
461,Male,30,17260,,,
462,Female,24,34382,,,
463,Female,36,3081,,,
464,Male,23,2734,,,
465,Female,39,2250,,,
466,Male,31,7951,,,
467,Male,24,16349,,,
468,Male,25,20659,,,
469,Male,58,18203,,,
470,Male,38,9237,,,
471,Male,26,7896,,,
472,Male,22,10380,,,
473,Male,24,22489,,,
474,Female,23,13749,,,
475,Male,36,9959,,,
476,Female,46,32888,,,
477,Male,31,24465,,,
478,Female,23,12609,,,
479,Male,53,6258,,,
480,Female,26,7948,,,
481,Male,24,16646,,,
482,Male,40,21045,,,
483,Male,28,4077,,,
484,Female,38,18246,,,
485,Male,57,11135,,,
486,Male,21,14416,,,
487,Female,31,7111,,,
488,Male,35,19223,,,
489,Male,28,24348,,,
490,Female,33,19799,,,
491,Male,50,9801,,,
492,Male,37,14145,,,
493,Male,38,21539,,,
494,Male,18,18616,,,
495,Male,34,3225,,,
496,Female,30,32352,,,
497,Female,19,21065,,,
498,Male,18,15023,,,
499,Male,20,17217,,,
500,Female,32,7661,,,
501,Male,41,17696,,,
502,Male,28,15285,,,
503,Male,23,16685,,,
504,Female,38,10976,,,
505,Female,36,4184,,,
506,Male,54,16652,,,
507,Male,46,5578,,,
508,Male,25,2808,,,
509,Male,63,23470,,,
510,Female,26,7313,,,
511,Female,20,23266,,,
512,Male,33,13902,,,
513,Male,40,8766,,,
514,Male,22,18509,,,
515,Male,35,19070,,,
516,Male,31,14401,,,
517,Female,40,7913,,,
518,Female,36,34640,,,
519,Male,32,9738,,,
520,Male,38,11294,,,
521,Male,64,8700,,,
522,Female,30,14098,,,
523,Male,39,3997,,,
524,Male,33,17785,,,
525,Female,62,11853,,,
526,Female,59,30824,,,
527,Female,44,18793,,,
528,Male,46,4213,,,
529,Female,43,20199,,,
530,Female,42,24940,,,
531,Female,37,17862,,,
532,Female,25,17743,,,
533,Male,52,15974,,,
534,Male,61,19037,,,
535,Male,33,7350,,,
536,Male,38,20132,,,
537,Male,39,24122,,,
538,Male,25,9866,,,
539,Male,36,15601,,,
540,Male,29,5062,,,
541,Female,33,7080,,,
542,Male,30,24935,,,
543,Male,51,13137,,,
544,Male,51,18995,,,
545,Female,22,24389,,,
546,Male,33,22901,,,
547,Male,41,5157,,,
548,Male,35,22073,,,
549,Male,19,13354,,,
550,Male,25,21697,,,
551,Male,42,3687,,,
552,Male,38,24424,,,
553,Female,40,24073,,,
554,Female,24,20932,,,
555,Male,26,3582,,,
556,Female,26,24812,,,
557,Female,59,7322,,,
558,Female,24,15268,,,
559,Male,18,6233,,,
560,Male,39,31144,,,
561,Female,22,17181,,,
562,Female,20,15136,,,
563,Male,22,13111,,,
564,Male,23,28112,,,
565,Male,36,4124,,,
566,Male,19,8083,,,
567,Female,39,11869,,,
568,Female,32,13903,,,
569,Male,61,6904,,,
570,Female,32,4777,,,
571,Male,22,12853,,,
572,Male,38,17357,,,
573,Male,34,2589,,,
574,Male,37,12420,,,
575,Female,26,2789,,,
576,Male,35,27413,,,
577,Male,51,12444,,,
578,Male,33,14487,,,
579,Male,50,23635,,,
580,Male,23,6791,,,
581,Male,34,34612,,,
582,Male,24,6439,,,
583,Male,46,9183,,,
584,Female,21,9905,,,
585,Male,29,7031,,,
586,Female,23,10348,,,
587,Female,32,15933,,,
588,Male,31,19256,,,
589,Male,20,19991,,,
590,Male,62,18608,,,
591,Male,39,19842,,,
592,Female,60,20942,,,
593,Female,36,26313,,,
594,Male,49,17364,,,
595,Male,18,4830,,,
596,Male,33,8544,,,
597,Female,21,7090,,,
598,Female,29,27261,,,
599,Female,36,16550,,,
600,Female,61,3318,,,
601,Male,32,20775,,,
602,Female,31,10999,,,
603,Male,47,4612,,,
604,Female,26,22969,,,
605,Female,33,22525,,,
606,Female,58,5078,,,
607,Male,38,26615,,,
608,Male,19,6229,,,
609,Male,35,24360,,,
610,Male,38,24331,,,
611,Male,48,2930,,,
612,Male,26,29910,,,
613,Male,33,20912,,,
614,Female,30,23119,,,
615,Female,30,18328,,,
616,Male,34,10893,,,
617,Male,27,22330,,,
618,Male,24,23303,,,
619,Female,26,22976,,,
620,Male,33,13460,,,
621,Female,20,16809,,,
622,Female,37,17881,,,
623,Male,59,10734,,,
624,Female,28,3072,,,
625,Male,45,14872,,,
626,Female,30,8662,,,
627,Male,41,16588,,,
628,Female,24,15585,,,
629,Female,47,24764,,,
630,Female,24,19945,,,
631,Male,19,15097,,,
632,Male,33,16418,,,
633,Female,21,6546,,,
634,Male,57,31367,,,
635,Female,51,12611,,,
636,Male,52,9797,,,
637,Female,32,18645,,,
638,Male,23,4833,,,
639,Male,20,17060,,,
640,Male,18,21538,,,
641,Male,41,6494,,,
642,Female,24,4711,,,
643,Male,29,10114,,,
644,Female,49,8403,,,
645,Female,37,22870,,,
646,Female,31,18894,,,
647,Female,29,7502,,,
648,Male,39,2287,,,
649,Male,38,21158,,,
650,Male,28,24341,,,
651,Female,23,4244,,,
652,Female,29,17153,,,
653,Male,32,13661,,,
654,Male,58,25249,,,
655,Male,54,32795,,,
656,Male,21,26143,,,
657,Male,39,24598,,,
658,Male,54,22491,,,
659,Male,30,4826,,,
660,Male,38,22427,,,
661,Female,35,12405,,,
662,Male,38,33084,,,
663,Female,23,10411,,,
664,Female,29,13902,,,
665,Female,50,17060,,,
666,Male,34,10642,,,
667,Female,34,23404,,,
668,Female,27,18222,,,
669,Male,27,13327,,,
670,Male,55,10306,,,
671,Male,62,4658,,,
672,Female,33,5932,,,
673,Female,58,18351,,,
674,Male,33,18309,,,
675,Male,31,3868,,,
676,Male,23,12921,,,
677,Female,19,12958,,,
678,Male,65,17941,,,
679,Male,22,9621,,,
680,Male,53,17035,,,
681,Female,20,18519,,,
682,Female,44,7553,,,
683,Male,53,31517,,,
684,Female,20,13310,,,
685,Male,64,11272,,,
686,Male,39,17436,,,
687,Male,32,14189,,,
688,Male,42,2823,,,
689,Male,39,5812,,,
690,Male,23,30520,,,
691,Male,56,23311,,,
692,Male,37,23123,,,
693,Female,34,21232,,,
694,Female,24,17093,,,
695,Male,20,7759,,,
696,Male,20,24671,,,
697,Female,18,19932,,,
698,Male,54,26479,,,
699,Male,20,21995,,,
700,Male,61,15269,,,
701,Female,37,15221,,,
702,Female,34,23634,,,
703,Male,31,8899,,,
704,Female,24,14050,,,
705,Male,58,6536,,,
706,Male,19,11761,,,
707,Female,28,6706,,,
708,Male,36,17466,,,
709,Male,53,11589,,,
710,Female,24,11190,,,
711,Female,53,14242,,,
712,Male,58,10557,,,
713,Female,31,29478,,,
714,Female,63,7378,,,
715,Female,32,27515,,,
716,Male,34,3463,,,
717,Female,27,3692,,,
718,Male,53,17902,,,
719,Female,39,14194,,,
720,Male,19,21804,,,
721,Male,63,11613,,,
722,Female,64,19154,,,
723,Female,60,22571,,,
724,Female,37,22342,,,
725,Male,50,21038,,,
726,Male,36,20617,,,
727,Male,52,17915,,,
728,Male,52,30463,,,
729,Female,32,19674,,,
730,Male,20,10615,,,
731,Male,48,19675,,,
732,Male,48,8214,,,
733,Male,53,20891,,,
734,Female,32,2664,,,
735,Male,50,9443,,,
736,Male,36,21275,,,
737,Female,24,18897,,,
738,Female,62,22507,,,
739,Female,41,19742,,,
740,Male,37,13297,,,
741,Male,35,17486,,,
742,Female,27,19319,,,
743,Male,29,8577,,,
744,Female,29,22633,,,
745,Female,25,5758,,,
746,Female,28,32945,,,
747,Female,46,9344,,,
748,Male,22,8948,,,
749,Female,33,22926,,,
750,Female,24,23639,,,
751,Male,51,17580,,,
752,Male,36,13466,,,
753,Male,39,18653,,,
754,Female,40,6604,,,
755,Male,65,8701,,,
756,Male,25,16627,,,
757,Female,23,5361,,,
758,Female,37,20731,,,
759,Female,27,19655,,,
760,Male,29,6123,,,
761,Male,49,6315,,,
762,Female,27,2630,,,
763,Male,32,9788,,,
764,Male,25,8947,,,
765,Male,22,24698,,,
766,Male,40,22912,,,
767,Male,56,19832,,,
768,Female,46,15515,,,
769,Male,63,29758,,,
770,Male,26,21626,,,
771,Female,33,22853,,,
772,Male,40,22008,,,
773,Female,58,29701,,,
774,Female,36,34812,,,
775,Male,23,19164,,,
776,Male,42,3176,,,
777,Male,22,6194,,,
778,Male,47,20909,,,
779,Female,28,18535,,,
780,Male,29,23291,,,
781,Female,22,19024,,,
782,Female,37,10828,,,
783,Male,62,21851,,,
784,Male,33,9209,,,
785,Male,50,14725,,,
786,Male,37,25418,,,
787,Male,30,8551,,,
788,Female,39,21088,,,
789,Female,31,3156,,,
790,Female,29,30553,,,
791,Male,20,19863,,,
792,Female,24,22594,,,
793,Female,47,22122,,,
794,Female,50,16241,,,
795,Male,20,16505,,,
796,Male,18,21833,,,
797,Female,24,16935,,,
798,Female,21,19703,,,
799,Female,33,4703,,,
800,Male,36,29796,,,
801,Female,33,18474,,,
802,Male,20,6093,,,
803,Male,24,25360,,,
804,Male,24,7333,,,
805,Male,32,24164,,,
806,Female,40,9126,,,
807,Male,64,11704,,,
808,Male,27,5941,,,
809,Male,28,19534,,,
810,Male,31,13347,,,
811,Female,52,9030,,,
812,Male,43,3524,,,
813,Male,64,11672,,,
814,Male,64,33986,,,
815,Male,18,9253,,,
816,Male,25,22209,,,
817,Female,50,18151,,,
818,Male,18,8653,,,
819,Male,27,19256,,,
820,Female,51,11547,,,
821,Female,19,7072,,,
822,Female,33,22016,,,
823,Female,37,2556,,,
824,Male,33,23188,,,
825,Female,29,4092,,,
826,Male,28,30912,,,
827,Female,39,17425,,,
828,Female,18,2083,,,
829,Male,20,14944,,,
830,Male,32,20282,,,
831,Male,34,20345,,,
832,Male,41,22135,,,
833,Male,26,8071,,,
834,Female,25,23923,,,
835,Male,39,23832,,,
836,Male,18,15150,,,
837,Male,34,17919,,,
838,Male,32,16766,,,
839,Male,29,15488,,,
840,Female,33,21612,,,
841,Female,29,10531,,,
842,Male,34,4656,,,
843,Male,53,16789,,,
844,Male,31,15567,,,
845,Male,26,27414,,,
846,Male,32,17665,,,
847,Male,36,27802,,,
848,Male,59,13823,,,
849,Male,65,18577,,,
850,Male,56,12254,,,
851,Male,24,15613,,,
852,Male,34,13525,,,
853,Male,43,20864,,,
854,Female,19,17246,,,
855,Female,30,21689,,,
856,Male,58,23780,,,
857,Male,22,11438,,,
858,Male,40,29485,,,
859,Female,27,11277,,,
860,Male,59,20083,,,
861,Female,28,15462,,,
862,Male,20,7240,,,
863,Male,19,5464,,,
864,Female,40,19687,,,
865,Male,22,29590,,,
866,Male,39,18271,,,
867,Female,26,8397,,,
868,Female,27,7900,,,
869,Male,22,25132,,,
870,Male,56,15855,,,
871,Female,20,28649,,,
872,Male,20,19043,,,
873,Male,24,7041,,,
874,Male,27,2868,,,
875,Female,24,11755,,,
876,Female,50,5814,,,
877,Female,20,23976,,,
878,Male,36,22250,,,
879,Female,33,8362,,,
880,Male,63,17697,,,
881,Male,33,14547,,,
882,Male,27,6782,,,
883,Female,23,2170,,,
884,Male,23,18668,,,
885,Male,50,16627,,,
886,Female,61,18524,,,
887,Male,25,6718,,,
888,Female,57,3391,,,
889,Female,29,2412,,,
890,Female,45,12067,,,
891,Male,65,6921,,,
892,Female,25,16371,,,
893,Male,48,32385,,,
894,Male,21,8228,,,
895,Female,20,3393,,,
896,Male,41,11801,,,
897,Female,53,10346,,,
898,Female,36,3315,,,
899,Female,40,5003,,,
900,Female,29,11580,,,
901,Male,36,20574,,,
902,Female,29,19147,,,
903,Female,60,6147,,,
904,Male,23,13513,,,
905,Male,22,23268,,,
906,Female,31,13502,,,
907,Female,39,15759,,,
908,Female,22,19921,,,
909,Female,28,19968,,,
910,Male,62,12093,,,
911,Male,25,8207,,,
912,Male,36,8737,,,
913,Male,21,2103,,,
914,Female,25,33742,,,
915,Female,20,17290,,,
916,Male,31,2803,,,
917,Male,64,33278,,,
918,Female,55,22842,,,
919,Male,21,5334,,,
920,Male,31,16776,,,
921,Female,19,8711,,,
922,Male,44,7466,,,
923,Female,24,7610,,,
924,Male,40,21092,,,
925,Female,47,5342,,,
926,Female,21,8464,,,
927,Male,48,10862,,,
928,Female,18,16703,,,
929,Male,19,9359,,,
930,Male,52,22347,,,
931,Female,24,4905,,,
932,Female,47,3292,,,
933,Female,39,6078,,,
934,Male,23,8541,,,
935,Male,23,18257,,,
936,Female,37,13401,,,
937,Male,32,6454,,,
938,Male,33,6549,,,
939,Female,21,3024,,,
940,Male,37,11849,,,
941,Male,22,24318,,,
942,Male,27,19994,,,
943,Female,40,21576,,,
944,Male,24,13413,,,
945,Male,34,24345,,,
946,Female,57,2949,,,
947,Female,29,26576,,,
948,Female,26,31305,,,
949,Male,30,13946,,,
950,Female,39,2669,,,
951,Male,27,15699,,,
952,Female,28,10619,,,
953,Male,28,15814,,,
954,Male,31,2645,,,
955,Male,50,19748,,,
956,Female,46,23758,,,
957,Male,61,4347,,,
958,Male,24,22014,,,
959,Male,27,16377,,,
960,Male,29,18205,,,
961,Male,22,32959,,,
962,Male,49,10060,,,
963,Female,40,6025,,,
964,Male,37,20073,,,
965,Female,26,16632,,,
966,Female,22,12326,,,
967,Female,32,16722,,,
968,Female,20,19671,,,
969,Male,41,14249,,,
970,Female,21,9282,,,
971,Female,35,19807,,,
972,Female,20,8169,,,
973,Female,21,16631,,,
974,Female,38,9194,,,
975,Female,50,6241,,,
976,Female,18,2909,,,
977,Female,21,14188,,,
978,Male,38,12269,,,
979,Female,19,10401,,,
980,Female,36,16103,,,
981,Male,28,6107,,,
982,Male,32,18750,,,
983,Male,28,2157,,,
984,Female,20,13343,,,
985,Male,32,6185,,,
986,Male,45,13641,,,
987,Female,23,23971,,,
988,Female,63,24268,,,
989,Male,31,6462,,,
990,Female,27,22282,,,
991,Male,56,10562,,,
992,Male,61,18690,,,
993,Female,36,3860,,,
994,Female,29,3311,,,
995,Male,45,16963,,,
996,Male,26,8639,,,
997,Male,26,20830,,,
998,Male,34,6778,,,
999,Male,30,5886,,,
1000,Female,21,24953,,,
1001,Female,35,18765,,,
1002,Male,43,23819,,,
1003,Male,28,5514,,,
1004,Female,61,25773,,,
1005,Male,38,24803,,,
1006,Female,29,21383,,,
1007,Male,21,25152,,,
1008,Male,44,24794,,,
1009,Female,27,8509,,,
1010,Female,33,14132,,,
1011,Male,52,3806,,,
1012,Male,42,17765,,,
1013,Female,45,9872,,,
1014,Male,53,13503,,,
1015,Female,37,14638,,,
1016,Female,32,4296,,,
1017,Male,40,18353,,,
1018,Male,22,20572,,,
1019,Male,36,21190,,,
1020,Male,48,21007,,,
1021,Male,18,20188,,,
1022,Male,20,22359,,,
1023,Male,30,15249,,,
1024,Female,44,2856,,,
1025,Male,31,5121,,,
1026,Male,23,15655,,,
1027,Male,24,18509,,,
1028,Female,18,27536,,,
1029,Male,37,13488,,,
1030,Male,37,5944,,,
1031,Female,24,18483,,,
1032,Female,48,6987,,,
1033,Male,36,9110,,,
1034,Female,51,4764,,,
1035,Male,19,22122,,,
1036,Female,18,18041,,,
1037,Male,23,9368,,,
1038,Male,34,9906,,,
1039,Male,38,21724,,,
1040,Female,36,9923,,,
1041,Female,34,9991,,,
1042,Male,28,31035,,,
1043,Female,27,33725,,,
1044,Male,33,6750,,,
1045,Female,26,3772,,,
1046,Male,31,13981,,,
1047,Male,62,3419,,,
1048,Male,32,21837,,,
1049,Female,40,23646,,,
1050,Male,64,27968,,,
1051,Male,38,15873,,,
1052,Female,40,21592,,,
1053,Female,32,10044,,,
1054,Male,37,22918,,,
1055,Female,18,2402,,,
1056,Female,27,19473,,,
1057,Female,25,14298,,,
1058,Male,47,14958,,,
1059,Male,60,3446,,,
1060,Male,33,4992,,,
1061,Male,28,8740,,,
1062,Male,25,5645,,,
1063,Male,29,11090,,,
1064,Female,54,20786,,,
1065,Female,34,20883,,,
1066,Male,22,19150,,,
1067,Male,44,14989,,,
